,Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
20940,2836,16,150,31,153,227,204,342
77346,2668,7,330,16,805,227,227,1664
14300,2326,34,90,46,458,107,204,1706
63297,3281,15,256,86,5086,177,232,1371
75785,2456,14,319,134,361,182,242,459
23169,2902,15,446,143,2629,182,223,1130
35121,3052,13,85,28,474,237,238,1243
43975,3168,12,283,23,283,192,226,2122
2788,2844,3,0,0,5913,212,235,4477
75744,2548,6,564,2,955,227,229,3877
51789,2923,9,579,81,2768,221,219,1170
71705,3107,14,30,6,1234,183,228,2260
77997,3290,29,589,201,532,131,207,1100
71338,3220,16,283,29,5598,244,230,3030
14778,2767,10,309,43,1676,228,219,420
86377,2755,17,42,4,752,237,206,2094
98849,3179,5,309,39,5852,207,241,2524
1003,2977,17,741,153,1465,213,201,2731
36456,3159,18,990,372,1419,176,216,1063
75115,2665,5,150,8,180,217,230,850
111096,3233,9,108,4,2596,235,236,1116
64596,2764,12,604,6,1480,239,234,934
68059,2814,13,108,26,4021,233,242,5280
95731,3362,19,467,156,830,205,254,830
103621,3105,13,234,20,1764,213,251,768
8371,2904,23,170,13,900,195,254,679
62430,3005,15,342,51,2190,240,214,677
48501,3182,5,481,65,721,225,241,2058
32131,3243,7,671,126,4818,219,246,2669
72229,2683,20,509,186,872,203,194,626
70752,3244,12,90,15,1318,202,251,892
45697,3336,15,525,97,4516,221,250,2477
105327,3149,27,175,66,964,253,194,1115
10571,2391,19,124,38,60,171,246,30
115348,2782,12,30,6,1401,198,219,2293
51639,2879,21,0,0,1044,202,191,711
64119,3264,6,277,43,3566,224,228,3750
68662,2867,10,319,30,3864,238,227,6033
51483,2746,12,60,8,1991,192,226,684
80434,2830,8,376,75,2676,208,225,2746
109442,2653,21,30,10,1332,247,201,886
5087,3024,10,42,4,3992,205,222,2376
46723,3350,21,192,29,2287,215,190,1996
5270,3001,19,192,49,4086,247,210,2274
8864,2303,35,120,17,1320,103,208,721
19502,2540,15,108,-9,1430,235,241,1273
36377,3244,13,703,36,3907,242,227,2845
10980,3069,13,870,200,2595,209,213,1831
34081,2976,4,150,31,1736,225,233,30
62983,2924,9,300,69,618,235,231,1022
108171,2840,13,134,23,1113,195,218,518
12925,3017,26,300,25,957,139,231,2735
76884,2976,26,474,149,1243,242,182,541
93362,3019,28,228,98,2166,241,174,2659
47781,2653,30,283,49,1947,193,249,1600
79621,3238,14,618,15,2853,220,250,2916
55824,3251,15,283,28,3394,236,211,2985
99955,3041,14,503,-79,1934,182,242,2305
44548,3088,13,420,19,841,203,213,3097
6882,2926,10,242,41,3336,212,219,2648
37978,3277,19,421,-7,1455,249,212,2022
11668,3374,13,268,174,2779,241,229,510
57085,2107,21,247,104,306,158,225,700
2125,3073,9,124,8,2551,224,246,3560
84311,2699,6,366,-6,690,229,230,1902
85133,3254,9,534,72,721,195,243,499
111667,3036,23,900,271,1664,216,183,2165
25951,2310,16,361,47,785,199,254,646
105198,2694,25,0,0,1426,199,178,1092
110276,2659,8,0,0,1325,217,222,781
70436,3066,9,42,3,638,201,247,1641
75830,3239,12,60,13,2938,213,214,2202
71722,3098,16,234,40,4134,245,228,658
15884,2688,16,30,-1,2185,241,210,2557
104891,3306,14,134,33,3113,180,235,2220
1022,2555,38,182,89,525,94,190,1101
89747,3044,6,90,27,1235,227,228,1343
89362,2863,16,256,14,3031,177,222,2746
114522,2726,16,60,-7,1655,246,222,1583
97772,3235,5,228,12,1570,222,228,1065
23143,2962,5,134,-7,1224,218,244,716
250,2427,17,366,-22,990,170,237,120
11047,3099,10,408,45,2372,199,227,2173
78689,2419,14,30,1,677,237,239,1084
62864,2701,15,42,5,2687,242,232,2207
79281,2734,6,277,21,2239,223,244,1584
23189,3066,4,192,-3,2400,226,237,2021
80288,2296,21,108,7,967,188,195,283
106137,2984,10,67,5,3807,205,221,953
67226,2958,7,566,36,1032,217,225,735
4559,2825,15,330,12,3226,232,208,2619
3848,3233,9,607,30,1638,195,244,1218
108159,3035,9,42,5,2676,236,233,2970
70868,2607,2,300,62,1532,215,239,1667
23335,2966,10,90,10,4264,195,229,2227
100603,2968,4,313,25,1837,223,232,2310
25501,3232,13,90,4,2821,212,212,2724
84839,2926,4,182,-6,953,225,232,2252
13069,2493,13,42,5,1050,240,221,638
22817,2137,17,379,92,408,208,200,811
92265,3075,12,30,6,4355,186,232,997
85940,3241,16,150,20,2222,187,212,2525
63744,2890,14,60,4,5965,241,216,4722
109975,3258,8,255,-41,2955,228,242,324
73267,3331,27,484,49,2012,136,230,3202
4779,2965,4,330,39,5055,225,239,6457
3149,2364,12,421,140,1250,218,214,510
35291,2608,4,60,-1,684,214,232,1590
4419,2936,15,175,33,4621,237,211,1641
3,3087,13,190,31,4774,193,221,752
49558,2135,27,240,85,300,254,205,379
79537,2647,23,108,36,1290,183,189,2547
21077,2982,11,366,145,5474,198,223,5006
98463,2225,18,283,95,1237,233,202,659
103052,3220,6,408,45,481,202,238,1055
87870,3158,17,1100,175,3148,226,247,2040
85787,3202,15,242,54,815,186,217,1958
112618,3106,5,42,1,1400,210,231,1348
71598,3002,27,60,-2,2259,248,186,2889
107224,3181,10,0,0,1740,205,221,1626
49771,3077,14,192,61,785,199,252,624
79576,3036,8,342,56,1276,231,227,2455
19071,2935,26,268,124,1505,175,253,430
73974,3026,25,162,-18,582,252,197,1718
96954,2801,24,474,65,1315,213,250,742
83587,3243,10,60,11,4707,191,234,2708
19218,2832,15,361,34,930,240,212,470
6753,2489,26,95,-29,834,210,173,1315
53572,2349,13,0,0,295,242,228,882
30670,2384,9,390,196,990,210,221,1249
42168,2919,18,258,110,277,218,198,569
93424,2632,14,30,-2,1888,217,251,900
34886,2425,28,127,56,691,152,184,1499
26500,2834,18,90,29,120,236,202,1150
85584,2948,24,277,100,2312,252,212,1774
3944,2332,31,60,36,1350,176,159,875
86883,3072,22,242,5,934,189,191,1421
59482,2761,19,309,107,1650,241,236,947
35346,3228,8,228,-1,4495,229,241,858
81135,2945,10,350,9,3569,236,225,5983
93615,3391,8,510,69,1620,224,222,2268
30708,3290,8,180,11,3627,219,222,2226
47730,2868,17,446,162,2821,198,203,1842
39108,2667,29,30,9,1214,131,203,2548
25529,2791,15,60,-3,2115,235,242,1084
85692,2686,17,67,13,2036,188,209,2561
7126,2307,4,150,44,997,209,237,845
100654,3182,13,335,72,1233,241,225,1698
45087,3434,14,503,88,2790,219,250,1624
30187,2966,13,67,19,391,190,221,870
48965,3141,3,150,21,702,212,234,1077
1978,2497,23,60,22,2103,190,188,792
94080,2952,9,684,46,5632,198,229,1871
115154,2870,14,212,-13,1450,180,236,1530
54752,3047,11,234,54,5151,237,223,3492
51400,2579,5,108,10,607,219,244,1114
61230,3325,21,331,104,2006,175,251,3206
65571,2902,17,162,37,2793,246,226,1894
25195,2741,16,60,10,2605,193,253,1943
92397,3047,7,900,48,5872,231,237,3602
68911,2854,12,210,10,2155,188,244,1168
45831,2690,15,402,38,1006,238,211,1865
84405,3024,13,450,157,5928,241,232,4099
105712,3053,10,600,56,3059,225,246,732
81691,3226,9,306,31,1485,226,222,1128
67585,3258,16,534,125,616,218,251,4755
15242,2984,20,430,95,2880,221,193,782
15277,3401,12,30,4,2399,233,215,3624
27439,3125,13,190,31,134,183,239,977
53964,3131,3,182,-1,1106,225,238,1921
35796,3002,13,42,7,2040,200,214,3449
71817,2901,12,60,4,4105,202,219,4051
44432,3092,3,234,21,1604,217,233,1572
22035,3275,2,400,99,3472,219,234,2858
35039,2907,8,564,109,3084,231,225,516
46112,3041,12,360,7,6641,237,237,3428
3047,3184,14,319,40,3056,231,210,2843
44701,3261,11,170,21,1544,238,224,824
53154,3041,4,30,0,6574,225,234,2999
54442,3127,12,446,46,1234,213,214,2584
40926,3227,10,277,56,3724,235,237,1740
65273,2897,17,300,51,1714,203,254,918
114910,2626,21,277,16,771,223,190,797
81325,3403,17,421,174,3847,233,243,2846
113928,2756,23,242,89,270,229,184,1828
93757,3121,36,285,49,1290,140,152,1590
71775,3032,11,541,10,1230,200,249,626
98764,3011,12,342,31,4775,218,214,190
62868,2602,16,379,32,2960,240,210,2827
66907,2801,22,228,82,2402,152,224,1917
83202,3089,11,124,16,1878,204,220,1842
67651,2968,25,210,99,5486,234,180,1100
86645,3371,24,210,52,2305,252,206,960
92266,3109,6,384,16,5242,207,233,1379
70341,3070,12,497,56,5712,224,247,1613
55407,3218,25,108,17,2161,166,251,3301
42742,3218,5,323,-5,6132,210,231,1170
86235,3381,9,376,40,1595,196,235,741
17486,2618,20,67,27,990,179,201,2318
80920,3190,6,60,3,5683,211,230,1455
48459,2837,10,300,66,2532,197,228,1758
96331,2997,14,30,8,2040,184,244,1333
108541,3164,8,335,47,841,198,239,1250
83392,2710,9,0,0,731,223,220,2099
46849,2265,34,420,108,725,141,161,882
72889,3292,5,210,6,5635,223,229,745
107555,2584,11,0,0,1617,193,228,1194
26106,2851,34,60,44,1712,246,165,1176
41055,3458,4,503,119,1786,214,232,1215
65090,3181,14,350,113,1825,241,217,2755
41158,3207,33,30,18,2415,134,173,2868
66185,3307,17,283,56,997,247,215,1150
81675,2929,10,466,23,5548,207,220,2071
80864,3168,5,60,1,3127,207,242,1189
49925,3092,7,134,17,4540,233,234,3102
15756,2998,5,551,82,5666,223,242,3469
88906,2896,15,30,7,2117,193,252,1441
83307,2904,6,190,7,2195,228,230,2419
3674,2491,24,218,105,939,146,234,1396
91754,3167,13,900,-35,1328,184,236,1316
21835,3268,20,384,121,1315,177,252,4350
10551,3014,23,85,27,582,246,194,757
40061,3116,14,228,45,450,243,226,671
80484,3001,8,379,28,2888,227,223,67
88449,3086,20,725,316,1026,160,231,1430
79933,2970,14,30,-4,5314,187,223,2468
97456,2139,24,42,13,830,169,192,541
103502,3028,16,420,169,1289,204,204,3481
15257,3281,17,256,53,4009,173,221,1293
91152,2652,23,90,42,1376,159,205,1279
95514,3338,13,446,62,2067,201,215,1374
90172,2268,15,330,156,872,179,230,218
62364,3057,17,42,3,5952,216,251,2388
95411,3081,18,0,0,684,247,212,1566
85581,3427,9,607,-65,930,236,230,525
73393,3103,20,180,3,2763,188,198,1146
72120,3252,15,474,97,4050,176,234,2248
34634,2993,25,218,80,2056,189,254,1994
55979,2844,13,424,49,3289,212,212,1273
18600,2936,12,309,30,5465,190,245,4984
113318,2734,36,150,107,726,152,245,1550
51088,2928,12,454,34,882,240,232,2384
68792,3287,10,42,2,2015,202,249,3810
53048,2632,5,218,-16,402,225,230,1282
62458,2840,6,42,3,3818,231,234,6273
19010,2958,7,433,52,3463,214,225,1774
62529,3232,8,339,36,2250,234,236,1678
93487,3177,13,60,13,4141,196,217,1997
103720,3019,10,319,14,1087,216,219,1725
90607,2693,1,242,15,2164,221,238,1774
83660,2655,5,0,0,1622,218,230,1387
6201,2307,22,120,33,120,214,186,934
93436,2857,10,192,6,2932,196,228,2526
74110,3079,6,67,4,3734,205,234,2110
107368,3296,12,674,72,3104,199,220,3454
13393,2941,8,95,3,3942,215,222,1869
67476,3120,12,361,2,2277,208,251,1765
3132,2707,11,108,22,2040,239,230,6570
25329,2999,5,228,18,2070,222,229,1053
83789,3001,4,350,69,4709,226,237,1651
110311,2974,11,127,17,2467,234,220,1786
5020,2270,26,0,0,566,244,184,735
11006,2835,14,67,13,2464,181,236,2315
60122,3132,24,443,196,1719,252,205,2827
25047,3311,5,693,-10,3744,206,237,1359
65284,3314,2,537,46,1396,221,234,1965
50866,3113,10,277,34,5055,210,221,1115
66261,2799,22,242,104,1061,162,210,365
13726,2886,14,379,53,912,199,214,1262
62659,3167,6,510,59,5460,230,235,1248
35558,3086,18,309,22,4195,215,199,3027
26768,3193,20,402,101,350,160,229,1092
57756,3097,17,1167,228,2790,229,202,1412
91424,2990,5,297,100,2112,215,245,1120
71360,2634,20,150,20,859,191,197,1712
71115,3593,37,510,127,2531,251,165,3692
28354,3211,14,408,39,4511,241,233,1693
57653,2983,9,95,7,1493,209,249,716
105448,2837,10,108,33,4128,205,221,5199
13709,3072,6,0,0,3757,227,228,983
73850,2626,14,390,-13,774,243,231,644
42375,2790,11,210,27,1668,197,222,1863
110157,2967,18,170,52,4522,173,219,2206
50896,3027,7,767,108,5329,232,236,5829
3116,3164,12,277,46,2750,215,214,1071
69415,3004,12,300,55,4278,223,214,5079
70642,3142,10,942,288,953,234,223,1614
21349,2453,12,404,112,742,237,218,1431
102556,2410,19,42,4,1100,202,198,1064
83946,3034,8,150,12,4578,199,233,960
25014,2679,16,120,6,1256,215,204,1840
99375,3117,33,210,32,1068,231,155,1209
33115,3012,24,234,63,1350,216,179,1167
101729,2846,30,85,33,808,244,221,1082
88362,2136,31,60,14,1172,193,158,1110
51601,3202,20,162,6,1689,229,195,2539
50518,3252,12,395,49,3140,193,249,1101
91481,2630,26,90,37,1622,182,177,6763
93441,2948,7,459,141,1271,217,225,2613
66268,2626,17,234,26,618,185,251,1237
20682,2986,17,503,180,510,240,237,1183
116165,3048,2,0,0,816,219,235,1693
64731,3224,28,256,17,1718,231,172,2446
52153,2675,12,42,5,1273,215,251,3356
16316,3134,2,175,9,1218,215,235,2064
49147,3116,8,30,-5,5251,231,225,2135
55559,2592,11,120,24,1062,239,224,1261
17930,3279,16,646,128,3196,179,247,875
7895,2744,3,30,0,1138,213,241,930
24627,3031,7,247,47,3056,213,247,569
288,3089,17,150,49,3004,236,204,5528
56139,2659,15,408,47,725,243,219,1436
100286,3009,16,67,6,2520,242,210,2097
96562,3044,3,162,38,3097,225,238,467
16232,2247,9,0,0,424,224,221,1745
69908,3021,8,170,14,5644,201,243,2014
82030,2902,8,0,0,5737,220,222,1146
58716,3008,18,404,158,6198,248,220,4034
82281,2894,6,402,75,2942,230,235,2105
44599,2807,11,85,36,485,238,234,1112
102210,3172,5,134,14,591,206,240,886
20294,3539,27,524,188,3335,150,246,1114
59308,2937,25,124,63,5552,236,181,1148
93888,3578,6,342,85,1758,209,230,1524
15440,2197,25,0,0,957,236,236,418
83645,3001,3,277,19,5259,222,233,5170
69864,2622,17,30,10,2400,172,224,2296
56186,3103,7,0,0,2904,228,241,3357
100927,2870,10,201,37,3807,231,242,3436
59604,3474,12,594,217,1218,201,219,1674
46494,3390,12,391,124,2089,238,221,2315
88200,3122,16,361,38,2741,233,205,2802
24001,2840,5,732,108,42,207,241,1597
111420,3056,13,391,41,4667,203,215,2958
93745,2997,20,283,61,2809,225,192,1443
75666,3209,11,420,61,5474,215,217,2518
35190,2178,20,228,83,433,248,208,685
18102,2506,17,60,4,1681,198,204,949
97338,3041,12,510,17,3807,195,224,2592
72888,2770,10,351,13,1422,216,218,1165
60448,2968,14,433,52,5040,230,245,2791
28227,3051,14,402,86,1382,224,248,571
23228,2710,6,170,19,190,225,227,876
107856,3395,6,366,62,1140,223,227,3881
109031,3077,15,277,17,3710,227,206,2630
99126,3185,7,30,0,4468,232,230,1931
27119,3386,10,342,118,5196,193,240,782
48796,2984,17,175,17,4700,241,208,1801
85221,2950,4,458,115,2996,226,237,3355
86016,2823,9,210,82,1368,196,235,1290
65330,3230,14,190,33,4260,215,208,2074
90772,3027,4,524,44,2964,218,231,631
8375,3041,18,395,117,4332,247,215,2320
33131,2429,16,256,62,684,181,248,1368
82102,2710,15,484,110,1226,231,208,2632
105406,2962,10,42,7,4141,207,221,5455
17247,2715,15,60,14,1593,242,216,787
92751,2557,16,175,67,1140,233,207,781
63525,3461,10,537,92,5002,192,232,4357
94964,2922,13,60,3,5421,230,245,3919
57641,3180,15,864,-22,1454,180,227,1167
114550,3216,2,134,-7,5999,219,240,1410
77563,2843,24,95,46,4577,152,209,4966
43960,3017,3,0,0,1746,223,234,1756
50002,2953,7,324,32,2089,210,247,2038
58721,2941,26,484,207,3287,161,190,1437
100213,3216,29,295,71,1558,230,168,2630
62413,3293,23,836,197,1282,237,189,1828
70903,3015,12,424,38,2761,232,215,1475
54394,2907,6,60,-4,787,227,241,2044
83421,3092,7,216,25,1584,225,226,2132
24196,2879,16,228,66,3115,230,203,2268
58831,2401,16,509,214,1487,181,218,601
55807,3047,16,150,30,234,173,234,1689
4362,2642,43,108,86,1691,249,163,1290
33047,3145,10,752,104,679,216,249,1905
943,2787,20,446,107,1965,243,233,2078
67912,2743,14,162,28,1806,187,249,912
112626,2800,17,124,34,2218,239,205,607
49404,3128,20,212,50,2736,164,216,1187
42838,3245,6,285,-17,2852,213,246,391
41868,2704,4,216,26,2058,208,238,1670
6261,2858,13,95,13,2348,241,230,612
72535,3080,7,390,81,5367,231,227,3404
94421,3459,15,731,253,912,178,231,1080
115864,2797,7,0,0,4352,200,240,470
68609,3313,20,379,84,600,236,196,800
29506,3235,16,127,26,912,215,252,1115
25050,3282,12,708,147,484,186,233,2148
94273,2803,22,277,108,2773,175,195,1956
78242,2552,21,95,28,1513,250,218,1415
20322,3205,4,42,0,3252,225,233,4013
33150,3090,13,150,31,4652,183,233,2394
115747,2710,8,150,40,1254,198,241,3141
6662,3163,22,120,-7,1381,251,212,1275
25291,2651,9,0,0,1940,234,225,2372
108210,2966,9,433,45,2089,213,249,2143
18960,2471,8,0,0,900,234,235,750
94568,3076,16,792,271,792,244,215,1530
73475,2791,11,255,92,3466,237,236,5855
6392,2794,13,60,8,3553,211,211,2954
55089,2891,12,216,78,725,238,222,960
48641,3270,11,313,44,1654,229,216,685
38137,2748,7,510,124,1541,226,226,661
95194,2583,24,192,83,1179,183,254,1216
78566,2707,10,42,5,2364,194,231,5219
82342,2818,16,67,15,2297,244,231,1114
54175,3303,36,0,0,1782,247,160,807
27469,2821,12,764,134,510,222,213,1184
74574,3243,19,525,65,690,163,226,765
35199,3376,10,150,16,4961,194,246,3786
43886,3229,17,67,15,1301,231,245,2611
77642,2703,15,180,46,1772,223,205,2200
54580,2931,8,698,136,2971,206,226,1485
41023,2514,25,216,45,930,251,198,684
100281,2531,4,192,10,503,223,231,1100
97789,3174,10,785,133,895,232,242,2030
32377,2906,11,450,125,1290,212,251,1682
21371,3275,7,228,56,1381,208,229,516
83244,3374,14,95,12,2577,234,212,2089
76836,3148,9,201,32,2371,236,234,3042
60225,3039,16,127,29,4400,208,205,2244
24766,3090,16,731,174,4334,218,203,4078
106145,3093,23,376,52,5528,246,228,1620
7594,2830,15,95,13,1150,214,206,495
90622,2840,12,242,42,3087,231,215,300
68601,2607,12,90,-2,67,237,221,1566
93507,3313,15,492,92,3346,193,213,2717
95280,3379,8,779,50,1061,232,238,4293
108611,3013,5,85,4,2881,227,232,666
103182,2714,2,42,-2,1920,221,239,1112
31486,2908,16,0,0,513,228,204,1824
110125,3146,12,511,33,3438,240,233,3300
42400,2890,15,524,20,4235,178,231,5621
9423,3031,6,764,112,5383,217,227,5639
45548,3277,15,450,3,860,244,219,3354
98703,2921,30,180,117,210,152,175,794
19083,3211,29,400,-21,1965,233,232,1398
52162,3216,15,67,14,2778,227,207,2764
114791,2847,14,618,95,3163,203,211,1477
112930,3098,22,404,133,4923,227,186,2522
29380,3206,20,127,40,726,241,235,2138
49083,2900,6,240,7,5525,212,245,6166
756,3003,5,270,-18,1208,225,230,708
75255,2625,21,60,13,2362,245,199,1177
113519,3282,13,391,110,3463,238,238,648
59250,3042,1,180,29,577,216,237,1126
87965,3289,3,474,48,5203,216,243,930
85472,3322,14,390,40,2014,244,223,2442
115776,3418,9,350,89,1124,227,222,3972
81408,3009,17,582,114,1103,184,212,1905
18237,3133,23,295,37,1195,153,241,2658
25149,3330,10,153,8,1931,237,231,3294
25686,2774,4,67,6,2646,211,235,2018
71025,2979,5,391,77,977,223,229,872
72206,3015,12,400,1,3207,219,212,5702
38776,3278,13,644,202,713,214,212,924
61317,3045,3,285,5,3127,214,234,1142
88010,3034,11,730,69,5664,197,248,6092
11895,3340,10,268,-29,3097,224,246,474
75397,2693,13,85,-6,1714,183,239,648
5831,3305,15,716,30,2249,182,222,895
13852,2790,8,295,19,2268,233,231,1834
60370,3041,11,30,7,6738,211,216,3156
14666,2827,12,309,46,1557,231,243,1369
54466,2783,5,228,60,2467,229,233,2505
40630,3226,12,30,3,3390,221,213,3200
96192,3219,5,451,-1,5677,226,230,1989
67233,2290,19,127,39,484,195,199,553
40424,3285,17,324,62,3426,176,246,1879
65515,2349,29,216,108,1276,152,182,1073
37894,3202,9,95,5,5475,217,248,1082
5603,3370,5,999,168,2818,222,243,1492
59844,2991,8,85,11,3764,211,224,2382
53481,3008,8,331,43,5246,235,233,6056
37178,3266,16,285,56,270,245,228,531
74472,2603,6,60,-20,3355,227,240,2658
84550,2990,13,180,52,2310,237,215,2014
62499,2796,13,60,8,2599,242,226,3934
97211,2974,6,30,2,810,207,231,2684
60836,3368,19,242,86,2215,167,221,2881
109259,2408,10,0,0,990,236,224,1140
86034,3124,19,443,124,691,235,241,1465
103970,2480,26,420,72,391,241,229,1158
81547,2685,7,421,73,907,218,224,1253
108345,3075,9,497,35,5113,196,236,612
114530,3341,11,170,0,5040,197,225,3392
99456,2809,12,0,0,1358,187,236,1766
15923,2978,13,42,10,3905,241,232,2352
10475,3044,6,210,-25,3500,217,227,5488
3831,3350,17,516,176,3973,192,205,3650
24314,3114,15,671,107,6110,183,247,1518
22751,2988,16,558,67,1986,194,210,932
21463,2849,2,0,0,2768,222,236,2467
2603,3071,9,552,63,1549,234,226,2416
41439,2846,15,228,120,2418,178,242,443
56681,2169,20,180,88,577,226,246,601
79639,2942,16,212,70,3454,210,253,2272
61368,2948,15,210,8,664,238,212,2047
30913,3236,16,300,56,4648,177,223,969
106368,3131,9,85,19,1120,196,236,1500
98113,2559,5,277,124,402,223,229,990
23367,3306,4,30,0,5556,226,236,700
94768,2907,13,499,152,2662,192,220,1087
57636,3360,16,301,68,2824,178,245,1120
21147,3113,22,150,15,5144,247,200,67
104067,3253,10,450,62,5800,233,240,2966
53614,3009,9,443,32,1896,233,223,1679
63939,3338,12,658,200,1040,207,251,4413
22494,2982,11,60,6,2662,235,221,787
77855,3179,17,446,92,1584,195,204,2089
35119,2425,2,0,0,1736,218,240,212
23787,3201,16,319,26,3544,245,227,4429
75366,2877,20,495,211,2277,228,245,1973
93651,2715,16,120,2,2478,203,207,443
84380,3341,19,636,195,1230,220,250,4266
101514,2749,4,120,8,2250,216,232,1445
55263,2739,10,108,16,1370,215,218,1878
80361,2689,23,295,84,1015,220,182,1310
29156,2688,18,470,251,457,228,246,874
85611,3303,14,268,-18,3187,237,215,1878
116150,3034,10,306,43,5559,223,218,5006
49863,2126,36,134,-16,594,188,139,543
44166,2949,16,67,14,1433,243,231,3355
83503,3091,19,85,19,4383,166,220,1064
17056,2866,13,270,22,2239,184,243,1176
52639,3195,14,67,-20,3609,180,234,1731
30458,3030,12,192,20,3840,212,215,2230
56204,3096,11,162,21,2202,193,228,2245
38834,3580,22,319,178,3207,156,216,1392
27923,2884,13,218,61,2721,186,244,2343
76096,2622,11,67,7,2062,219,217,2242
50038,3218,16,162,28,1766,244,231,1464
10329,2934,27,170,75,1362,188,174,3088
30142,2229,22,283,103,1172,237,238,604
29133,2982,28,210,123,510,182,170,2979
20198,3236,6,537,2,541,213,246,541
19902,2973,10,85,23,395,197,228,849
14236,2504,11,330,61,95,191,227,1747
97482,3148,7,85,4,3867,231,231,228
39722,2723,19,90,15,1475,231,244,2452
